Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-001395,2018-01,01/09/2018 15:29,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25,SCHNUCKS,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-001422,2018-01,01/09/2018 15:30,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4123,BEETHOVEN AVE,5, , ,4123,BEETHOVEN,888246.2,1002438
18-001402,2018-01,01/09/2018 15:55,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4900,N 20TH ST,66, , , , ,902931.4,1033980
18-002009,2018-01,01/09/2018 16:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,203,EICHELBERGER ST,17, , ,203,EICHELBERGER,894219,994771.6
18-001445,2018-01,01/09/2018 16:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,518,FASSEN ST,1, , ,518,FASSEN,892830.9,994838.9
18-001454,2018-01,01/09/2018 16:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",4140,S BROADWAY,16, ,@WALGREENS - BROADWAY AND GASCONADE,4140,BROADWAY,897819.1,1000267
18-001408,2018-01,01/09/2018 16:17,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3223,N NEWSTEAD AVE,56, , , , ,894917.8,1032027
18-001400,2018-01,01/09/2018 16:19,Y, , ,1, ,229999,1,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,7450,GRAVOIS AVE,4,ST LOUIS HILLS NEIGHBORHOOD,METRO BUS STOP, , ,878248.8,993705.6
18-001403,2018-01,01/09/2018 16:20,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,710,RUSSELL AVE,21, , , , ,904809.5,1009602
18-001410,2018-01,01/09/2018 16:25,Y, , ,1, , 41016,1,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4654,MICHIGAN AVE,17, , ,4654,MICHIGAN,894503.4,997314.8
18-001496,2018-01,01/09/2018 16:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2821,SAMUEL SHEPARD DR,37, , ,2821,SAMUEL SHEPARD,900917.5,1020849
18-001418,2018-01,01/09/2018 16:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,305,N BROADWAY,35, , ,304,BROADWAY,908979.1,1017715
18-002383,2018-01,01/09/2018 16:33,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,232,N KINGSHIGHWAY BLVD,38, , ,2500,HODIAMONT,887401.9,1023459
18-001417,2018-01,01/09/2018 16:40,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4930,CHRISTY BLVD,5, , ,4930,CHRISTY,884082.3,1001677
18-001432,2018-01,01/09/2018 16:45,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,4041,S BROADWAY,16, ,@SCHOOL - CARNAHAN HIGH SCHOOL,4041,BROADWAY,897645.1,1000735
18-001412,2018-01,01/09/2018 16:47,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,955,ARCADE AVE,48, ,@SCHOOL - MITCHELL,955,ARCADE,882852.4,1029222
18-001419,2018-01,01/09/2018 17:00,Y, , ,1, , 32311,5,ROBBERY-RESIDENCE /OTHR WEPN USED/SUCCESS,5820,CABANNE AVE,48, , ,5820,CABANNE,880996.9,1028727
18-001616,2018-01,01/09/2018 17:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,6554,MANCHESTER AVE,10,CLUB FITNESS, ,6550,MANCHESTER,877552.6,1014503
18-001415,2018-01,01/09/2018 17:01,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / WEST PIN,38, , , , ,887329.6,1022870
18-001453,2018-01,01/09/2018 17:30,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,4616,ALASKA AVE,16, , ,4616,ALASKA,893283.1,998116.7
18-001508,2018-01,01/09/2018 17:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5330,PERSHING AVE,47, , ,5330,PERSHING,884236.2,1024598
18-001431,2018-01,01/09/2018 17:31,Y, , ,1, , 10000,4,HOMICIDE,1420,N VANDEVENTER AVE,77,BIG P. S CAR WASH AND DETAILING,CAR WASH AND AUTOMOBILE DETAILING BU, , ,896608.4,1025707
18-001423,2018-01,01/09/2018 17:33,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,1514,HAMPTON AVE,41,CIRCLE K, ,1514,HAMPTON,880934.9,1016006
18-001430,2018-01,01/09/2018 17:40,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,7350,GRAVOIS AVE,4, ,@STEAK N SHAKE - GRAVOIS,7350,GRAVOIS,878976.8,994164.6
18-004678,2018-01,01/09/2018 18:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,NATURAL BRIDGE AVE / N NEWSTEA,56, , , , ,895482.4,1032844
18-001710,2018-01,01/09/2018 18:00,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5386,PERSHING AVE,47, , ,5386,PERSHING,883670.3,1024704
18-001433,2018-01,01/09/2018 18:00,Y, , ,1, , 51221,3,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,2919,CHIPPEWA ST,19, ,APT A,2919,CHIPPEWA,896261.2,1002828
18-002766,2018-01,01/09/2018 18:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1100,UNION BLVD,51, , ,1100,UNION,885160.1,1028192
18-001562,2018-01,01/09/2018 18:00,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,2035,RUTGER ST,32, , ,2035,RUTGER,901843.5,1014321
18-001424,2018-01,01/09/2018 18:13,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5027,GERALDINE AVE,71, , ,5027,GERALDINE,892607.6,1040270
18-001441,2018-01,01/09/2018 18:25,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1315,AUBERT AVE,53, , ,1315,AUBERT,888469.5,1029399
18-001567,2018-01,01/09/2018 18:30,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",5904,DRESSELL AVE,70, , ,5904,DRESSELL,885444,1039831
18-001438,2018-01,01/09/2018 18:59,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,341,S VANDEVENTER AVE,38, , ,1,IKEA,893460.3,1019209
18-001444,2018-01,01/09/2018 19:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4234,OLIVE ST,38, , ,4234,OLIVE,892342.3,1023627
18-001586,2018-01,01/09/2018 19:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1915,ALFRED AVE,13, , ,1915,ALFRED,888806.3,1013423
18-001440,2018-01,01/09/2018 19:05,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",8539,ROBIN AVE,74, , ,8539,ROBIN,894715.2,1048161
18-001437,2018-01,01/09/2018 19:11,Y, , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,500,S 14TH ST,36, , , , ,905278.1,1015842
18-001653,2018-01,01/09/2018 19:20,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4038,CALIFORNIA AVE,16, , ,4038,CALIFORNIA,896774.9,1000843
18-001442,2018-01,01/09/2018 19:28,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3603,MARCUS AVE,55, ,APT 1N,3603,MARCUS,893039.5,1033853
18-001517,2018-01,01/09/2018 19:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2831,RAUSCHENBACH AVE,60, , ,2831,RAUSCHENBACH,904584.4,1026611
18-001677,2018-01,01/09/2018 20:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5822,ENRIGHT AVE,48, , ,5822,ENRIGHT,880918.3,1027562
18-001446,2018-01,01/09/2018 20:12,Y, , ,1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,2012,MULLANPHY ST,60, , ,2012,MULLANPHY,904240,1023586
18-001532,2018-01,01/09/2018 20:20,Y, , ,1, , 51221,4,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,2709,LOCUST ST,37,PHYLLIS WHEATLEY APARTMENTS,PHYLLIS WHEATLEY APARTMENTS,2709,LOCUST,901206.8,1020167
18-001468,2018-01,01/09/2018 20:30,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3201,SAINT VINCENT AVE,31, , ,3201,SAINT VINCENT,896883.9,1014347
18-001447,2018-01,01/09/2018 20:49,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,2505,HODIAMONT AVE,50, , ,2505,HODIAMONT,882087.8,1035986
18-001452,2018-01,01/09/2018 21:00,Y, , ,1, , 31311,5,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,4956,ST LOUIS AVE,55, , ,4768,MAFFITT,890289.6,1033199
18-001519,2018-01,01/09/2018 21:00,Y, , ,1, , 52312,5,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5455,DELMAR BLVD,49,FOREST PARK APARTMENTS,LEASING OFFICE,5455,DELMAR,883561.5,1027076
18-001455,2018-01,01/09/2018 21:00,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,3500,BINGHAM AVE,16, ,APT 360,3500,BINGHAM,0,0
18-001515,2018-01,01/09/2018 21:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5630,PERSHING AVE,47, , ,5630,PERSHING,881843.1,1024930
18-001563,2018-01,01/09/2018 21:00,Y, , ,1, , 72130,6,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,0,LEE AVE / OBEAR AVE,67, , , , ,901651,1031686
18-001537,2018-01,01/09/2018 21:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,310,S GRAND BLVD,37, , ,310,GRAND,896967.2,1018973
18-001473,2018-01,01/09/2018 21:00,Y, , ,1, , 72113,6,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4741,ANDERSON AVE,69, , ,4741,ANDERSON,894482.4,1036751
18-001448,2018-01,01/09/2018 21:10,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,7339,GRAVOIS AVE,88, ,@WALGREENS - GRAVOIS AND HAMPTON,7339,GRAVOIS,878828.2,994423.4
18-001485,2018-01,01/09/2018 21:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5386,PERSHING AVE,47, , ,5386,PERSHING,883670.3,1024704
18-001450,2018-01,01/09/2018 21:40,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,1108,N SARAH ST,58, , ,1108,SARAH,894484.6,1025261
18-001478,2018-01,01/09/2018 22:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1933,ALFRED AVE,13, , ,1933,ALFRED,888742.4,1013261
18-001518,2018-01,01/09/2018 22:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4565,MCMILLAN AVE,54, , ,4565,MCMILLAN,890590.1,1027038
18-001678,2018-01,01/09/2018 22:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1949,ALFRED AVE,13, , , , ,888673.8,1013132
18-001886,2018-01,01/09/2018 22:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5628,DEVONSHIRE AVE,7, , ,5628,DEVONSHIRE,880437.4,1003048
18-001472,2018-01,01/09/2018 23:00,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",2823,SEMPLE AVE,50, , ,2823,SEMPLE,886634.3,1034729
18-001458,2018-01,01/09/2018 23:45,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,914,RUSSELL AVE,21, ,REAR,914,RUSSELL,904171.1,1009792
18-001457,2018-01,01/09/2018 23:50,Y, , ,1, , 31421,1,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,5509,ALASKA AVE,1, , ,5509,ALASKA,891490.3,995760.4
18-002797,2018-01,01/10/2011 08:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4234,BECK AVE,15, , ,4234,BECK,888273.8,1004243
18-002614,2018-01,01/10/2017 13:45,Y, , ,1, , 52121,3,BURGLARY-BUSINESS/DAY/UNLAW ENT/OCCUPIED,3130,CHOUTEAU AVE,31,PICTURESQUE GRAPHICS, ,3130,CHOUTEAU,898021.3,1016289
18-002883,2018-01,01/10/2018 00:01,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1042,SELLS AVE,74, , ,1042,SELLS,895937.7,1048990
18-001459,2018-01,01/10/2018 00:10,Y, , ,1, , 44015,5,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,5930,KENNERLY AVE,50, , ,5930,KENNERLY,882838.1,1035950
18-001564,2018-01,01/10/2018 00:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2810,N 9TH ST,64, ,@HOTEL- DAYS INN,2810,9TH,908176.4,1026937
18-001460,2018-01,01/10/2018 00:41,Y, , ,1, , 32111,6,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,6029,W FLORISSANT AVE,73, , ,6029,FLORISSANT,891087.3,1047392
18-001461,2018-01,01/10/2018 01:00,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6191,DELMAR BLVD,48,PIN-UP BOWL,PIN-UP BOWL,6191,DELMAR,877552.6,1027681
18-001462,2018-01,01/10/2018 01:36,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,3157,SUBLETTE AVE,13,SOUTH PATROL STATION, ,3157,SUBLETTE,882564.6,1008801
18-001463,2018-01,01/10/2018 01:50,Y, , ,1, , 41021,5,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1342,MONTCLAIR AVE,78, ,APARTMENT BUILDING,1342,MONTCLAIR,883723.4,1031194
18-001463,2018-01,01/10/2018 01:50,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1342,MONTCLAIR AVE,78, ,APARTMENT BUILDING,1342,MONTCLAIR,883723.4,1031194
18-001481,2018-01,01/10/2018 02:00,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5153,WABADA AVE,52, , ,5153,WABADA,888100,1032589
18-001464,2018-01,01/10/2018 02:40,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,ALBERTA ST / S SPRING AVE,16, , ,4753,SPRING,892036.5,1002254
18-001466,2018-01,01/10/2018 02:55,Y, , ,1, , 51230,3,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY,2630,ACCOMAC ST,24, , ,2630,ACCOMAC,899249.7,1010801
18-001469,2018-01,01/10/2018 03:00,Y, , ,1, ,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,7913,S BROADWAY,2, , ,3157,SUBLETTE,888553.5,987421.7
18-001465,2018-01,01/10/2018 03:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,404,W COURTOIS ST,2, , ,404,COURTOIS,888034.4,988436.8
18-001497,2018-01,01/10/2018 03:45,Y, , ,1, , 41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,N KINGSHIGHWAY BLVD / NATURAL,55, , , , ,891049,1035207
18-001471,2018-01,01/10/2018 04:15,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1054,S KINGSHIGHWAY BLVD,39,LAMBSKIN TEMPLE APARTMENTS BUILDING, ,1054,KINGSHIGHWAY,887652.1,1018180
18-001470,2018-01,01/10/2018 04:25,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4100,LINDELL BLVD,38, ,@HOUSING CENTRAL OFFICE, , ,892707.3,1021837
18-001724,2018-01,01/10/2018 05:00,Y, , ,1, , 52312,6,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4116,UNION BLVD,70, , ,4116,UNION,890270.5,1037484
18-001475,2018-01,01/10/2018 06:35,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,I 44 WESTBOUND / I 64 WESTBOUN,35, , , , ,909005.8,1014801
18-001474,2018-01,01/10/2018 06:49,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,500,PINE ST,35,KIENER EAST GARAGE,8TH FLOOR,500,PINE,908732.9,1017197
18-001493,2018-01,01/10/2018 07:25,Y, , ,1, , 61601,5,"LARCENY-PICKPOCKET $500-$24,999",226,N EUCLID AVE,38, , ,4501,LINDELL,888295.3,1023302
18-001534,2018-01,01/10/2018 07:30,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,12239,CULPEPPER,36, ,ST LOUIS COUNTY,12239,CULPEPPER,906177.4,1016672
18-001479,2018-01,01/10/2018 07:38,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,1199,ADELAIDE AVE,66, , , , ,902465.9,1036302
18-001480,2018-01,01/10/2018 07:40,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,S COMPTON AVE / SIDNEY ST,25, , , , ,896212.4,1010138
18-001505,2018-01,01/10/2018 08:00,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,3230,HARTFORD ST,25,ST. LOUIS PUBLIC SCHOOLS,@ROOSEVELT HIGH SCHOOL,3230,HARTFORD,895751.5,1007882
18-001551,2018-01,01/10/2018 08:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,825,KOELN AVE,1,APPLIANCE DISCOUNTERS, ,825,KOELN,887644.4,990297
18-001684,2018-01,01/10/2018 08:30,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4057,DELOR ST,5, , ,4057,DELOR,888382.3,999743.8
18-001866,2018-01,01/10/2018 09:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,COLE ST / N TUCKER BLVD,35, , , , ,907212.4,1020338
18-001516,2018-01,01/10/2018 09:00,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",6129,MICHIGAN AVE,1, , ,6129,MICHIGAN,891986.5,992847.1
18-001718,2018-01,01/10/2018 09:00,Y, , ,1, , 51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6214,PERNOD AVE,9, ,GARAGE,6214,PERNOD,878527.8,1006201
18-001623,2018-01,01/10/2018 09:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,2500,ABBOTT PL,10, , ,2500,ABBOTT,877717.2,1013851
18-001512,2018-01,01/10/2018 09:20,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2316,MICHIGAN AVE,25, , ,2316,MICHIGAN,896636.5,1010462
18-001522,2018-01,01/10/2018 09:55,Y, , ,1, , 51111,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,5515,S 37TH ST,3, , ,5515,37TH,890131.8,996781.3
18-001665,2018-01,01/10/2018 10:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2657,RUTGER ST,31, ,@ BIKERS CORNER BAR,2657,RUTGER,899774.3,1014886
18-001524,2018-01,01/10/2018 10:00,Y, , ,1, ,211000,3,DUI-DRVING WHILE INTOXICATED,0,S GRAND BLVD / I 44 EASTBOUND,26, ,ALIAS EB 44/S GRAND, , ,894721.8,1013493
18-001540,2018-01,01/10/2018 10:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6741,MANCHESTER AVE,43, , ,6741,MANCHESTER,876086,1014031
18-001541,2018-01,01/10/2018 10:15,Y, , ,1, , 64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,653,N THERESA AVE,77, , , , ,897628.5,1021767
18-001560,2018-01,01/10/2018 10:30,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",100,N 15TH ST,36, , ,100,15TH,905323.6,1018136
18-001582,2018-01,01/10/2018 10:40,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5415,PAGE BLVD,78, , ,5415,PAGE,884595.9,1030273
18-001545,2018-01,01/10/2018 10:41,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1,GOVERNMENT DR,82, ,@ZOO,1,GOVERNMENT,880639.5,1020186
18-001526,2018-01,01/10/2018 10:53,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3730,LINDELL BLVD,37, , ,3730,LINDELL,895327.9,1021365
18-001904,2018-01,01/10/2018 10:55,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1200,MARKET ST,36, ,CITY HALL,1200,MARKET,906055.1,1017127
18-001735,2018-01,01/10/2018 11:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,1465,S GRAND BLVD,29, ,@CARDINAL GLENNON HOSPITAL,1465,GRAND,894852.6,1015265
18-001733,2018-01,01/10/2018 11:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",5115,PALM ST,52, ,REAR ALLEY,5110,NATURAL BRIDGE,890186.9,1035412
18-001596,2018-01,01/10/2018 11:00,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5340,GRANT ST,68, , ,5340,GRANT,901033.4,1034697
18-001594,2018-01,01/10/2018 11:30,Y, , ,1, , 51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5085,CABANNE AVE,51, , ,5085,CABANNE,887099.4,1028047
18-001539,2018-01,01/10/2018 11:46,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,ARLINGTON AVE / W FLORISSANT A,71, , , , ,894295,1042523
18-001603,2018-01,01/10/2018 11:52,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",7401,ALABAMA AVE,1,WESTERN SPECIALITY CONTRACTORS, ,7401,ALABAMA,888035.3,990172.5
18-001751,2018-01,01/10/2018 12:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5980,SOUTHWEST AVE,11,CHRIS PANCAKE HOUSE, ,1915,OLIVE,880359.5,1010751
18-002105,2018-01,01/10/2018 12:00,Y, , ,1, , 92000,1,SIMPLE ASSAULT-HARRASSMENT,4105,S GRAND BLVD,16, , ,4105,GRAND,893151.8,1000953
18-001905,2018-01,01/10/2018 12:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6601,NEOSHO ST,8, , ,6601,NEOSHO,875562.5,1002821
18-001548,2018-01,01/10/2018 12:00,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
18-001554,2018-01,01/10/2018 12:08,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,930,HOLLY HILLS AVE,80, , ,930,HOLLY HILLS,889835.5,993183.7
18-001549,2018-01,01/10/2018 12:25,Y, , ,1, , 63701,4,LARCENY-SHOPLIFT UNDER $500,315,N 9TH ST,35,SCHNUCKS CULINARIA, ,315,9TH,907779.2,1018012
18-002827,2018-01,01/10/2018 12:30,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3009,MINNESOTA AVE,25, , ,3009,MINNESOTA,896427.8,1008249
18-002204,2018-01,01/10/2018 12:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,FINE ARTS DR / GOVERNMENT DR,82, , , , ,880203.1,1020936
18-001555,2018-01,01/10/2018 12:32,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1100,CHESTNUT ST,35, , , , ,907024.3,1017619
18-001544,2018-01,01/10/2018 12:51,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,6201,EMMA AVE,76, , ,6201,EMMA,889336.6,1046692
18-001568,2018-01,01/10/2018 13:49,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,CHIPPEWA ST / LOUISIANA AVE,16, , ,3328,CHIPPEWA,894430.6,1003076
18-001573,2018-01,01/10/2018 14:00,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,4100,BLAIR AVE,65, , ,4100,BLAIR,905075.9,1031358
18-001591,2018-01,01/10/2018 14:15,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3720,LACLEDE AVE,37,CITY LOFT APARTMENTS, ,4720,LACLEDE,894906.8,1020188
18-001570,2018-01,01/10/2018 14:39,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,3824,ST LOUIS AVE,59, ,WHT DODGGE 03D37C,3824,ST LOUIS,898644.7,1028283
18-001572,2018-01,01/10/2018 14:43,Y, , ,1, , 63601,4,"LARCENY-SHOPLIFT $500 - $24,999",714,N TUCKER BLVD,35, ,FRESH IMAGE,714,TUCKER,907140.5,1019238
18-001581,2018-01,01/10/2018 14:50,Y, , ,1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,300,S 18TH ST,36,@METROLINK- UNION STATION,@METROLINK - UNION STATION,300,18TH,903924.3,1017158
18-002672,2018-01,01/10/2018 15:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3722,DELOR ST,16, , ,3722,DELOR,890640.3,998057
18-001592,2018-01,01/10/2018 15:00,Y, , ,1, , 69602,5,"LARCENY-ALL OTHER $500 - $24,999",5170,DR MARTIN LUTHER KING DR,51, , ,5170,DR MARTIN LUTHER KING,886642.9,1031104
18-001622,2018-01,01/10/2018 15:00,Y, , ,1, , 52121,3,BURGLARY-BUSINESS/DAY/UNLAW ENT/OCCUPIED,2721,LASALLE ST,31,BAISCH & SKINNER, ,2721,LASALLE,899615.5,1015565
18-001576,2018-01,01/10/2018 15:08,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5812,WABADA AVE,50, , ,5812,WABADA,883613,1034781
18-001585,2018-01,01/10/2018 15:14,Y, , ,1, , 52121,3,BURGLARY-BUSINESS/DAY/UNLAW ENT/OCCUPIED,2714,LASALLE ST,31,MARKET PLACE, ,2714,LASALLE,899663.6,1015377
